Question Difficulty,Topic Difficulty,Score,Skill Level,Skill_Level_encoded,Time Taken (QNS/Seconds)
7.6,7.5,89.8,Advanced,2,10.8417
8.0,1.9,100.0,Advanced,2,6.5739
7.4,8.0,63.8,Intermediate,1,9.0735
6.8,4.2,66.0,Beginner,0,20.4369
4.0,6.8,77.6,Intermediate,1,7.2598
7.2,3.2,78.8,Intermediate,1,21.1675
4.1,5.9,80.0,Intermediate,1,19.3545
7.2,6.0,70.4,Intermediate,1,18.731
5.4,7.8,93.6,Advanced,2,11.7142
2.6,10.0,59.6,Beginner,0,23.549
8.1,3.3,97.2,Advanced,2,5.8372
7.4,2.5,100.0,Advanced,2,7.5038
7.2,9.5,59.900000000000006,Intermediate,1,6.8962
5.8,5.9,74.9,Intermediate,1,11.0658
9.1,1.0,99.8,Advanced,2,3.3904
3.8,7.7,75.5,Intermediate,1,13.7315
5.2,8.4,92.8,Advanced,2,9.9915
5.9,1.8,100.0,Advanced,2,5.535
9.2,4.2,69.80000000000001,Intermediate,1,9.3097
3.7,1.1,90.8,Beginner,0,24.1359
9.1,1.8,98.2,Advanced,2,2.4743
7.1,6.3,56.400000000000006,Beginner,0,26.313
2.3,4.3,90.2,Intermediate,1,11.1204
9.8,9.9,80.6,Advanced,2,4.1845
9.5,3.6,93.8,Advanced,2,6.0057
8.4,7.9,44.8,Beginner,0,12.5221
7.6,1.8,100.0,Advanced,2,11.0438
7.0,1.9,83.3,Intermediate,1,9.5407
8.7,1.5,99.6,Advanced,2,8.1446
7.5,3.3,77.6,Intermediate,1,8.3364
2.6,8.7,76.1,Intermediate,1,11.5568
9.7,8.7,83.2,Advanced,2,3.1907
8.6,1.7,68.80000000000001,Beginner,0,23.398
8.4,3.3,74.9,Intermediate,1,18.1026
9.4,4.4,54.8,Beginner,0,33.3449
1.4,7.1,84.5,Intermediate,1,7.6387
6.4,1.1,87.5,Intermediate,1,15.5049
5.6,9.1,65.9,Intermediate,1,7.8842
6.3,4.0,68.8,Beginner,0,28.9727
2.7,9.3,96.0,Advanced,2,7.578
8.8,5.0,92.4,Advanced,2,9.4106
8.1,1.5,100.0,Advanced,2,8.8257
3.9,3.2,100.0,Advanced,2,5.8446
1.4,7.5,100.0,Advanced,2,5.1294
2.0,6.9,83.3,Intermediate,1,15.2726
7.0,8.8,88.4,Advanced,2,9.9689
8.3,9.4,56.89999999999999,Intermediate,1,18.0236
9.5,3.2,59.2,Beginner,0,15.1777
1.1,9.4,99.0,Advanced,2,3.0935
9.1,8.5,39.599999999999994,Beginner,0,13.2888
8.0,4.8,58.8,Beginner,0,39.474
6.8,2.2,83.0,Intermediate,1,6.885
4.3,2.1,90.8,Intermediate,1,7.3348
9.2,4.3,69.5,Intermediate,1,6.6114
4.7,4.8,72.0,Beginner,0,28.3891
8.5,9.8,55.099999999999994,Intermediate,1,14.076
7.3,5.9,70.4,Intermediate,1,12.4559
7.7,6.0,92.6,Advanced,2,10.698
5.2,3.3,100.0,Advanced,2,7.427
3.8,3.1,82.4,Beginner,0,27.2619
5.3,4.0,82.1,Intermediate,1,12.0907
3.5,9.4,71.3,Intermediate,1,12.3006
9.0,7.1,61.699999999999996,Intermediate,1,7.1292
8.2,4.0,95.6,Advanced,2,10.1165
4.8,9.5,91.4,Advanced,2,2.9426
7.4,8.9,61.099999999999994,Intermediate,1,13.7525
9.8,8.1,56.300000000000004,Intermediate,1,14.635
7.8,8.0,62.599999999999994,Intermediate,1,12.3386
9.1,3.3,72.80000000000001,Intermediate,1,19.089
7.9,4.6,72.5,Intermediate,1,10.884
5.7,2.0,86.9,Intermediate,1,20.1362
6.0,2.1,77.6,Beginner,0,21.9147
7.1,6.8,68.30000000000001,Intermediate,1,10.9042
7.2,9.6,86.4,Advanced,2,10.5502
1.8,2.1,94.4,Beginner,0,33.5567
8.1,8.4,60.5,Intermediate,1,18.4925
3.2,7.3,99.0,Advanced,2,9.6218
3.5,4.3,86.6,Intermediate,1,16.7994
7.3,5.1,60.400000000000006,Beginner,0,36.6039
6.0,10.0,46.0,Beginner,0,38.9807
7.2,5.2,60.4,Beginner,0,13.5648
4.2,9.9,53.599999999999994,Beginner,0,36.5448
3.5,8.3,62.8,Beginner,0,16.506
1.5,9.1,98.8,Advanced,2,4.645
3.5,7.0,68.0,Beginner,0,14.5579
1.3,2.9,100.0,Advanced,2,8.2131
9.1,7.6,43.2,Beginner,0,29.5756
9.1,2.7,74.6,Intermediate,1,8.8044
7.7,9.5,58.400000000000006,Intermediate,1,14.6152
1.4,3.8,100.0,Advanced,2,11.7307
6.2,2.4,84.2,Intermediate,1,19.0651
5.8,2.6,76.4,Beginner,0,27.9611
2.9,1.5,100.0,Advanced,2,4.7459
2.0,5.1,100.0,Advanced,2,7.0897
5.6,6.9,95.0,Advanced,2,3.4739
6.3,2.7,100.0,Advanced,2,1.5121
4.8,1.1,92.3,Intermediate,1,11.4304
8.2,3.3,64.0,Beginner,0,36.2515
9.1,7.6,86.6,Advanced,2,3.8921
6.2,6.5,59.2,Beginner,0,31.8321
7.9,6.6,91.0,Advanced,2,2.2119
2.7,8.2,77.30000000000001,Intermediate,1,17.8717
5.1,8.8,68.3,Intermediate,1,19.994
2.6,6.4,83.0,Intermediate,1,12.432
5.8,8.7,66.5,Intermediate,1,10.557
8.8,6.5,64.1,Intermediate,1,10.824
2.2,5.7,86.3,Intermediate,1,8.6671
3.5,5.6,100.0,Advanced,2,8.5528
6.9,6.7,69.19999999999999,Intermediate,1,8.0948
7.5,7.4,65.3,Intermediate,1,10.5863
6.1,6.3,72.80000000000001,Intermediate,1,19.1145
2.1,9.1,97.6,Advanced,2,4.7615
9.7,4.4,53.6,Beginner,0,12.9566
7.1,6.0,70.7,Intermediate,1,17.8986
1.9,3.6,93.5,Intermediate,1,13.0478
9.0,4.4,93.2,Advanced,2,4.5259
5.9,2.2,85.69999999999999,Intermediate,1,7.941
3.5,1.1,96.2,Intermediate,1,5.9125
9.2,7.0,45.2,Beginner,0,26.5762
2.4,5.0,87.8,Intermediate,1,6.8051
7.6,8.4,46.0,Beginner,0,19.74
2.1,9.7,74.6,Intermediate,1,10.7671
8.4,1.2,71.6,Beginner,0,25.8886
3.8,8.6,95.2,Advanced,2,5.6123
9.6,8.5,37.599999999999994,Beginner,0,22.7868
8.3,4.6,71.3,Intermediate,1,9.121
5.0,8.2,70.4,Intermediate,1,16.5945
4.6,2.4,82.0,Beginner,0,33.8404
2.7,5.7,76.4,Beginner,0,25.0255
5.5,1.7,81.2,Beginner,0,16.96
6.3,6.0,60.8,Beginner,0,21.5514
1.4,8.6,100.0,Advanced,2,8.8089
4.2,8.5,71.9,Intermediate,1,13.0389
7.5,7.5,65.0,Intermediate,1,13.5969
4.3,6.5,98.4,Advanced,2,6.5999
5.1,7.6,59.2,Beginner,0,26.4328
8.2,2.9,97.8,Advanced,2,10.0914
1.2,1.0,100.0,Intermediate,1,10.7997
2.3,4.1,84.4,Beginner,0,12.4215
4.8,2.0,89.6,Intermediate,1,19.2959
5.1,6.7,74.6,Intermediate,1,10.2329
8.4,3.4,96.4,Advanced,2,10.6323
4.1,1.3,93.8,Intermediate,1,12.25
1.6,5.0,83.6,Beginner,0,17.0866
6.1,5.9,62.0,Beginner,0,17.9312
3.9,3.0,89.3,Intermediate,1,10.6877
4.3,8.6,71.30000000000001,Intermediate,1,9.7607
1.5,1.4,100.0,Advanced,2,11.5665
9.7,4.1,92.4,Advanced,2,10.7651
4.0,9.0,94.0,Advanced,2,9.2683
3.6,3.3,82.4,Beginner,0,22.3798
3.1,8.0,97.8,Advanced,2,4.5007
9.6,8.9,54.5,Intermediate,1,8.8522
7.9,1.0,74.4,Beginner,0,22.9136
3.7,4.5,100.0,Advanced,2,7.8792
2.6,1.1,98.9,Intermediate,1,13.2265
3.7,4.4,85.69999999999999,Intermediate,1,15.5962
3.6,4.5,85.7,Intermediate,1,12.2944
8.3,8.6,42.400000000000006,Beginner,0,31.9182
5.1,2.9,78.0,Beginner,0,35.3969
3.2,7.6,66.8,Beginner,0,32.0202
1.7,8.7,78.80000000000001,Intermediate,1,18.222
9.9,8.0,84.2,Advanced,2,5.5725
2.0,3.0,100.0,Advanced,2,3.1756
9.0,7.5,87.0,Advanced,2,4.5345
3.0,5.3,100.0,Advanced,2,10.0346
2.8,9.4,73.4,Intermediate,1,17.884
7.7,1.6,82.1,Intermediate,1,10.5961
9.4,2.3,96.6,Advanced,2,4.7304
4.1,1.0,89.6,Beginner,0,34.2833
6.6,8.1,65.9,Intermediate,1,11.1507
6.9,3.7,78.19999999999999,Intermediate,1,9.7027
5.7,1.0,89.9,Intermediate,1,11.7116
4.0,5.0,100.0,Advanced,2,10.2567
4.5,1.6,91.7,Intermediate,1,19.617
4.9,2.7,87.2,Intermediate,1,6.6036
4.6,7.1,96.6,Advanced,2,7.8877
9.5,8.9,36.400000000000006,Beginner,0,35.8579
5.5,8.2,68.9,Intermediate,1,6.8972
9.2,7.9,41.599999999999994,Beginner,0,27.2287
5.5,3.8,82.1,Intermediate,1,10.5793
1.2,2.3,99.5,Intermediate,1,10.9473
2.0,2.8,100.0,Advanced,2,7.0789
8.1,3.8,74.30000000000001,Intermediate,1,15.1736
4.5,7.8,60.8,Beginner,0,39.5735
2.8,8.9,74.9,Intermediate,1,15.5587
2.9,2.0,95.3,Intermediate,1,14.673
7.3,5.5,94.4,Advanced,2,6.4981
5.6,1.7,88.1,Intermediate,1,11.1823
5.5,2.4,86.3,Intermediate,1,17.4232
7.8,3.0,77.6,Intermediate,1,13.0534
6.4,9.6,46.0,Beginner,0,36.8945
5.2,4.8,100.0,Advanced,2,6.5105
6.2,4.8,98.0,Advanced,2,5.3828
5.9,6.1,96.0,Advanced,2,9.9178
8.9,4.3,93.6,Advanced,2,9.2257
7.3,2.2,81.5,Intermediate,1,7.1407
1.4,8.6,80.0,Intermediate,1,18.151
8.6,5.2,54.8,Beginner,0,21.128
9.7,8.4,37.599999999999994,Beginner,0,16.5136
6.4,6.5,71.3,Intermediate,1,5.9473
6.4,6.9,70.1,Intermediate,1,16.0834
7.3,4.9,95.6,Advanced,2,1.7285
1.5,10.0,75.5,Intermediate,1,6.0489
6.9,8.2,89.8,Advanced,2,9.0793
7.6,4.9,95.0,Advanced,2,10.9966
7.3,7.3,90.8,Advanced,2,4.5418
6.2,1.6,100.0,Advanced,2,10.3113
8.2,7.2,48.400000000000006,Beginner,0,26.9926
2.4,3.0,93.8,Intermediate,1,18.3498
1.0,5.7,83.2,Beginner,0,34.637
4.5,5.4,80.3,Intermediate,1,19.5615
6.8,6.0,58.8,Beginner,0,33.7812
7.3,7.9,89.6,Advanced,2,6.0008
1.8,1.9,98.9,Intermediate,1,17.3981
1.5,8.0,72.0,Beginner,0,29.1029
8.4,5.8,67.4,Intermediate,1,10.6011
2.2,4.1,91.1,Intermediate,1,13.1766
2.9,4.1,89.0,Intermediate,1,10.4856
1.9,4.7,90.2,Intermediate,1,7.7527
8.9,6.1,65.0,Intermediate,1,18.7379
4.3,6.8,97.8,Advanced,2,6.5029
6.5,2.5,100.0,Advanced,2,11.3972
6.3,6.7,71.0,Intermediate,1,18.9637
1.9,1.9,94.8,Beginner,0,15.9991
2.7,1.8,96.5,Intermediate,1,12.9266
8.9,8.2,85.8,Advanced,2,5.3335
3.9,1.2,100.0,Advanced,2,9.4267
9.3,3.7,58.0,Beginner,0,35.8016
6.9,9.8,59.89999999999999,Intermediate,1,15.5518
9.1,1.0,79.7,Intermediate,1,16.7066
6.9,2.2,82.69999999999999,Intermediate,1,7.8082
4.7,2.7,100.0,Advanced,2,5.5142
7.1,9.3,60.800000000000004,Intermediate,1,15.647
5.8,2.3,77.6,Beginner,0,15.916
2.9,7.4,79.1,Intermediate,1,19.8262
6.6,9.9,60.5,Intermediate,1,17.4041
6.9,8.1,50.0,Beginner,0,21.3156
4.7,3.8,100.0,Advanced,2,2.8895
9.7,4.6,52.800000000000004,Beginner,0,17.3699
5.7,5.3,98.0,Advanced,2,10.8732
1.3,8.4,71.19999999999999,Beginner,0,16.43
3.5,7.5,66.0,Beginner,0,34.1207
6.1,2.7,100.0,Advanced,2,5.4489
7.9,6.9,65.6,Intermediate,1,13.876
9.9,7.6,57.5,Intermediate,1,12.1161
4.0,2.1,91.7,Intermediate,1,9.5406
4.9,9.8,51.199999999999996,Beginner,0,17.5667
9.4,3.8,57.2,Beginner,0,39.121
5.8,9.4,64.4,Intermediate,1,18.5704
1.2,9.3,68.0,Beginner,0,37.8606
7.4,9.0,60.800000000000004,Intermediate,1,13.9368
6.5,4.9,75.8,Intermediate,1,7.4225
9.2,9.7,82.2,Advanced,2,3.4868
4.7,9.5,67.4,Intermediate,1,9.0928
7.5,7.8,89.4,Advanced,2,8.8239
8.5,6.8,89.4,Advanced,2,5.1088
6.9,4.3,65.2,Beginner,0,19.7408
3.7,1.8,93.5,Intermediate,1,17.6429
3.3,6.3,100.0,Advanced,2,8.8545
2.4,5.3,86.9,Intermediate,1,14.3012
3.8,8.9,59.2,Beginner,0,24.9729
4.3,7.2,64.0,Beginner,0,29.6
1.8,9.9,63.199999999999996,Beginner,0,25.6753
9.3,2.5,74.6,Intermediate,1,7.1202
7.5,3.6,65.6,Beginner,0,28.9811
2.4,5.6,100.0,Advanced,2,11.3263
1.8,7.8,71.6,Beginner,0,15.3902
8.8,7.1,62.3,Intermediate,1,17.7072
6.6,3.9,78.5,Intermediate,1,20.2089
1.7,9.2,66.4,Beginner,0,34.1958
4.6,9.9,91.0,Advanced,2,6.5156
7.8,2.4,69.2,Beginner,0,15.3407
9.0,8.0,86.0,Advanced,2,10.99
3.7,3.3,89.0,Intermediate,1,18.0319
9.7,9.2,53.300000000000004,Intermediate,1,11.9819
8.9,1.6,78.5,Intermediate,1,9.232
2.2,4.9,88.7,Intermediate,1,18.5635
1.5,9.9,97.2,Advanced,2,8.1975
9.3,1.6,77.3,Intermediate,1,7.0941
3.5,8.6,61.6,Beginner,0,23.2096
5.6,5.7,64.8,Beginner,0,25.9524
9.8,3.4,57.199999999999996,Beginner,0,15.7694
6.3,9.7,62.0,Intermediate,1,10.6209
1.3,7.5,74.8,Beginner,0,26.3022
8.8,7.6,60.800000000000004,Intermediate,1,8.7133
4.8,3.2,78.0,Beginner,0,35.2745
8.0,1.8,70.8,Beginner,0,38.2841
9.4,3.7,93.8,Advanced,2,5.7178
6.3,8.2,91.0,Advanced,2,2.6204
4.0,1.9,92.3,Intermediate,1,16.8712
7.0,8.6,88.8,Advanced,2,6.6278
9.4,5.0,91.2,Advanced,2,6.0438
3.5,5.8,72.8,Beginner,0,29.7804
8.4,3.5,62.4,Beginner,0,22.031
8.3,4.6,94.2,Advanced,2,11.2663
3.9,8.7,59.6,Beginner,0,20.9149
3.7,4.7,84.8,Intermediate,1,17.3012
3.7,8.4,73.69999999999999,Intermediate,1,13.1011
3.0,4.6,79.6,Beginner,0,29.5058
9.2,2.1,97.4,Advanced,2,3.4128
5.5,2.6,77.6,Beginner,0,22.2269
7.4,7.5,50.4,Beginner,0,26.5405
6.8,2.0,100.0,Advanced,2,3.1107
7.2,7.6,65.6,Intermediate,1,9.5532
7.6,1.8,100.0,Advanced,2,2.9355
8.4,4.6,71.0,Intermediate,1,18.9389
3.2,2.2,93.8,Intermediate,1,9.8643
9.3,3.6,71.3,Intermediate,1,17.5419
7.7,4.8,72.5,Intermediate,1,8.9949
9.7,1.7,97.2,Advanced,2,10.3702
3.4,5.3,83.9,Intermediate,1,14.9968
6.0,8.9,65.3,Intermediate,1,9.2932
8.8,3.0,96.4,Advanced,2,5.7406
8.4,7.1,63.5,Intermediate,1,12.278
8.1,7.6,88.6,Advanced,2,2.9847
3.7,4.2,100.0,Advanced,2,3.4289
4.2,9.6,92.4,Advanced,2,8.9865
2.1,5.9,86.0,Intermediate,1,5.4304
1.5,2.7,97.4,Intermediate,1,17.424
3.4,5.6,100.0,Advanced,2,3.6132
4.5,3.2,79.2,Beginner,0,32.9006
4.9,1.4,84.8,Beginner,0,22.0102
8.4,3.1,75.5,Intermediate,1,11.9952
8.4,5.5,68.3,Intermediate,1,7.4933
8.4,4.9,93.4,Advanced,2,8.5943
9.5,8.4,56.300000000000004,Intermediate,1,11.692
2.9,3.7,90.2,Intermediate,1,19.0858
1.8,9.9,96.6,Advanced,2,11.7312
5.9,2.5,100.0,Advanced,2,9.6456
6.2,3.7,80.3,Intermediate,1,15.8343
4.3,1.9,91.4,Intermediate,1,18.9894
2.3,4.8,88.7,Intermediate,1,8.4675
2.8,6.9,80.9,Intermediate,1,19.6359
4.4,9.9,91.4,Advanced,2,4.7389
5.4,5.5,66.4,Beginner,0,21.3696
1.7,2.4,100.0,Advanced,2,10.9721
4.4,2.8,100.0,Advanced,2,10.0559
8.1,4.2,60.8,Beginner,0,34.6242
7.6,5.1,59.2,Beginner,0,19.3644
2.6,4.0,83.6,Beginner,0,29.3241
7.1,8.4,63.5,Intermediate,1,14.2268
7.5,6.7,67.4,Intermediate,1,14.8535
6.1,8.2,67.1,Intermediate,1,19.6945
2.5,9.9,95.2,Advanced,2,3.3229
1.7,4.9,83.6,Beginner,0,27.5485
9.2,3.1,95.4,Advanced,2,6.35
2.7,2.2,95.3,Intermediate,1,9.3055
6.1,5.7,96.4,Advanced,2,5.4501
5.9,5.2,65.6,Beginner,0,37.1592
6.0,9.7,88.6,Advanced,2,5.0246
3.7,5.9,71.6,Beginner,0,15.2715
7.6,5.5,57.6,Beginner,0,21.7544
5.4,2.2,87.2,Intermediate,1,7.0412
7.8,2.9,67.2,Beginner,0,30.217
7.3,8.9,45.2,Beginner,0,31.2416
5.6,8.3,54.4,Beginner,0,12.7734
7.7,1.2,83.3,Intermediate,1,17.4576
1.7,2.4,97.7,Intermediate,1,6.1149
2.1,5.1,100.0,Advanced,2,5.9008
8.1,8.2,44.80000000000001,Beginner,0,25.2402
1.2,6.9,77.6,Beginner,0,32.3815
1.4,5.8,88.4,Intermediate,1,20.4617
9.0,2.3,64.8,Beginner,0,14.3972
8.9,2.7,75.19999999999999,Intermediate,1,19.7536
9.0,2.2,97.6,Advanced,2,8.4905
4.7,1.6,91.1,Intermediate,1,9.1831
5.6,7.0,94.8,Advanced,2,2.7706
4.8,9.5,52.8,Beginner,0,28.5424
9.3,4.7,92.0,Advanced,2,8.8297
1.8,9.8,63.599999999999994,Beginner,0,35.8877
7.1,1.4,84.5,Intermediate,1,10.8946
5.4,6.5,62.4,Beginner,0,17.4377
7.4,4.2,75.19999999999999,Intermediate,1,15.2224
4.4,9.7,53.6,Beginner,0,33.0989
5.8,9.0,65.6,Intermediate,1,13.336
6.7,2.2,100.0,Advanced,2,9.0204
4.7,4.8,81.5,Intermediate,1,15.3598
8.6,5.5,53.6,Beginner,0,35.1108
1.1,1.4,100.0,Beginner,0,32.8881
2.7,6.3,100.0,Advanced,2,3.7065
3.6,9.4,58.0,Beginner,0,32.4659
2.2,6.0,77.2,Beginner,0,37.7614
6.6,2.2,74.8,Beginner,0,20.9768
3.2,10.0,93.6,Advanced,2,4.1251
8.8,1.7,78.5,Intermediate,1,7.9127
1.4,4.4,100.0,Advanced,2,6.5654
3.1,2.3,93.8,Intermediate,1,21.147
9.0,3.5,60.0,Beginner,0,26.9643
1.0,9.3,68.8,Beginner,0,33.4037
2.2,8.3,68.0,Beginner,0,19.4078
6.8,2.7,81.5,Intermediate,1,14.1401
8.2,7.0,64.4,Intermediate,1,11.1235
7.9,6.6,52.0,Beginner,0,25.7402
5.8,8.5,52.8,Beginner,0,34.5671
5.6,9.8,63.8,Intermediate,1,16.0311
9.2,4.7,92.2,Advanced,2,7.5605
2.5,1.6,97.7,Intermediate,1,9.5159
4.0,9.3,70.1,Intermediate,1,13.2246
6.1,7.1,70.4,Intermediate,1,20.6136
7.8,6.6,52.400000000000006,Beginner,0,15.5369
4.8,6.2,98.0,Advanced,2,6.6794
1.1,2.2,96.8,Beginner,0,25.743
8.2,2.1,99.4,Advanced,2,8.4528
5.9,9.0,90.2,Advanced,2,9.1721
4.4,7.5,74.3,Intermediate,1,18.9384
8.8,4.1,71.3,Intermediate,1,9.4643
6.1,1.6,100.0,Advanced,2,1.5722
5.0,4.5,72.0,Beginner,0,32.8972
6.4,7.2,55.599999999999994,Beginner,0,31.1145
7.4,1.1,76.0,Beginner,0,25.9474
5.5,1.4,89.3,Intermediate,1,14.8389
2.0,3.0,100.0,Advanced,2,10.3198
5.9,8.5,91.2,Advanced,2,12.2259
2.2,1.1,100.0,Advanced,2,6.8385
8.3,6.2,52.0,Beginner,0,25.5073
2.5,4.4,82.4,Beginner,0,26.4457
7.6,1.5,82.7,Intermediate,1,19.8681
3.0,2.3,94.1,Intermediate,1,14.9334
4.0,8.7,59.2,Beginner,0,16.7372
4.9,5.4,68.8,Beginner,0,26.7408
9.4,6.3,88.6,Advanced,2,2.9424
5.8,8.4,91.6,Advanced,2,4.2892
8.9,6.8,62.900000000000006,Intermediate,1,18.1119
5.6,1.6,100.0,Advanced,2,9.138
3.2,1.0,97.4,Intermediate,1,8.389
6.6,7.6,53.2,Beginner,0,26.802
4.2,1.7,100.0,Advanced,2,12.0228
4.5,9.3,92.4,Advanced,2,3.101
2.1,1.3,96.4,Beginner,0,25.3592
4.4,8.3,59.199999999999996,Beginner,0,33.4508
4.1,6.4,78.5,Intermediate,1,16.4863
3.9,1.1,100.0,Advanced,2,4.5513
8.5,9.3,56.599999999999994,Intermediate,1,20.3791
9.9,9.4,32.8,Beginner,0,32.1566
5.6,6.2,96.4,Advanced,2,8.4482
2.8,1.8,96.2,Intermediate,1,10.4538
4.2,8.3,95.0,Advanced,2,10.7367
6.4,2.7,100.0,Advanced,2,11.2631
7.8,7.4,89.6,Advanced,2,11.8033
4.9,7.9,71.6,Intermediate,1,21.408
4.2,1.1,88.8,Beginner,0,15.1696
3.6,5.1,100.0,Advanced,2,3.3353
1.8,7.5,100.0,Advanced,2,7.7313
3.3,6.3,81.2,Intermediate,1,20.5844
6.0,6.5,60.0,Beginner,0,28.8498
2.7,10.0,71.9,Intermediate,1,20.0531
4.0,5.9,70.4,Beginner,0,20.6121
8.4,5.6,68.0,Intermediate,1,16.1802
7.4,1.7,73.6,Beginner,0,13.0528
5.5,5.9,75.8,Intermediate,1,11.0087
6.4,9.9,87.4,Advanced,2,6.8403
1.1,9.1,69.2,Beginner,0,36.3882
2.8,9.3,73.69999999999999,Intermediate,1,10.7626
9.0,6.8,62.599999999999994,Intermediate,1,16.4853
8.5,6.4,90.2,Advanced,2,10.2
2.5,4.3,100.0,Advanced,2,7.4637
2.3,8.9,76.4,Intermediate,1,17.8323
7.9,10.0,84.2,Advanced,2,4.596
8.9,6.2,89.8,Advanced,2,10.981
8.8,4.2,71.0,Intermediate,1,5.6656
5.1,3.6,75.2,Beginner,0,27.7127
2.7,1.1,100.0,Advanced,2,3.0788
2.8,8.6,75.80000000000001,Intermediate,1,5.9119
